2,Mexicano,Topa Topa,Foliar Anual,,,,,,2005-2006,00/01/1900,175,25/04/2006,1.91,0.16,1.22,1.81,0.57,0.3,204.7,5,324.2,155.1,49.2,,,1842.1
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2007-2008,00/01/1900,175,24/04/2008,2.04,0.17,0.96,2.06,0.48,0.17,132,5,289,50,129,,250,691
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2008-2009,00/01/1900,175,23/04/2009,2.71,0.11,0.72,1.75,0.41,0.29,172.12,5,148.01,144.23,46.63,,250,529.29
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2009-2010,00/01/1900,175,13/04/2010,2.36,0.16,1.02,1.49,0.46,0.29,120,2.7,87,60,59,,250,1195
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2010-2011,00/01/1900,175,23/04/2011,2.3,0.17,1.08,1.73,0.5,0.34,170,5,101,50,50,,250,691
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2011-2012,11/10/2011,175,18/04/2012,2.18,0.15,0.86,1.72,0.6,0.25,265.89,5,89.82,53.36,68.2,0.72,250,998.3
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2012-2013,02/10/2012,175,15/04/2013,2.38,0.15,0.96,1.75,0.52,0.33,231,9.73,75.7,62.6,52,1.47,250,781
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2013-2014,07/10/2013,175,14/04/2014,2,0.18,1.24,1.57,0.46,0.43,310,7.33,115,78.6,50.9,0.1,250,1194
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2014-2015,16/10/2014,175,22/04/2015,1.48,0.15,0.98,1.65,0.53,0.21,130,5,185,88.7,54.1,0.1,250,320
2,Mexicano,Topa Topa,Foliar Anual,,,,,,2015-2016,16/10/2014,175,04/04/2016,2.04,0.15,1.09,1.62,0.54,0.37,123,8.63,81.2,117,70.2,0.1,250,1145
3,Mexicano,Topa Topa,Foliar Anual,,,,,,2001-2002,00/01/1900,175,29/04/2002,1.62,0.11,0.76,1.85,0.39,,95,8,390,51,41,,1700,
4,Mexicano,Topa Topa,Foliar Anual,,,,,,2002-2003,00/01/1900,175,20/04/2003,2.3,0.21,1.17,3.29,0.78,0.3,113,6,358,18,90,1.11,,
5,Antillano,Antillano,Foliar Anual,,,,,,2002-2003,00/01/1900,175,20/04/2003,2.5,0.18,0.79,3.96,0.84,0.32,164,5,558,19,74,1.38,,
5,Antillano,Antillano,Foliar Anual,,,,,,2007-2008,00/01/1900,175,24/04/2008,2.13,0.16,1.05,1.98,0.54,0.22,200,5,209,40,108,,250,1282
5,Antillano,Antillano,Foliar Anual,,,,,,2008-2009,00/01/1900,175,23/04/2009,2.52,0.14,0.88,2.17,0.43,0.26,119.45,5,187.44,106.65,72.18,,250,353.04
5,Antillano,Antillano,Foliar Anual,,,,,,2009-2010,00/01/1900,175,13/04/2010,2.16,0.19,0.94,1.63,0.49,0.31,96.95,5,125.76,51.81,70.14,,250,538.17
5,Antillano,Antillano,Foliar Anual,,,,,,2010-2011,00/01/1900,175,23/04/2011,2.3,0.18,0.86,1.87,0.53,0.3,233,5,160,72,61,,250,476
5,Antillano,Antillano,Foliar Anual,,,,,,2011-2012,11/10/2011,175,18/04/2012,2.17,0.18,0.9,1.86,0.53,0.25,278.67,5.31,100,54.08,59.27,0.1,250,910
5,Antillano,Antillano,Foliar Anual,,,,,,2012-2013,02/10/2012,175,15/04/2013,1.97,0.17,0.91,1.82,0.47,0.32,212,9.81,173,84,63.4,1.5,250,810
5,Antillano,Antillano,Foliar Anual,,,,,,2013-2014,07/10/2013,175,14/04/2014,1.8,0.15,0.72,1.64,0.45,0.27,208,5,82.3,71.2,52.9,0.1,250,371
5,Antillano,Antillano,Foliar Anual,,,,,,2014-2015,16/10/2014,175,22/04/2015,1.48,0.18,0.89,1.67,0.51,0.3,104,5,150,94.4,77.9,0.1,250,300
5,Antillano,Antillano,Foliar Anual,,,,,,2015-2016,16/10/2014,175,07/04/2016,2.1,0.17,1.03,2.21,0.63,0.37,115,9.94,92.2,98.6,76.9,0.1,250,906
6,Antillano,Antillano,Foliar Anual,,,,,,2001-2002,00/01/1900,175,29/04/2002,1.9,0.14,0.55,2.12,0.43,,174,4,407,39,37,,1300,
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2007-2008,00/01/1900,175,24/04/2008,2.2,0.15,1.15,2.11,0.63,0.23,156,5,121,20,113,,250,917
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2008-2009,00/01/1900,175,23/04/2009,2.62,0.13,0.9,1.64,0.44,0.26,155.53,5,194.8,29.93,68.89,,250,437.49
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2009-2010,00/01/1900,175,13/04/2010,2.28,0.15,1.01,1.58,0.46,0.23,129.63,5,102.66,45.17,60.79,,250,1413
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2010-2011,00/01/1900,175,23/04/2011,2.39,0.15,1,1.94,0.52,0.27,183,5,135,51,47,,250,559
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2011-2012,11/10/2011,175,18/04/2012,2.3,0.17,0.95,1.85,0.57,0.25,200.69,5,75.36,46.54,68.22,0.22,250,1071.2
7,Mexicano,Topa Topa,Foliar Anual,,,,,,2012-2013,02/10/2012,175,15/04/2013,2.02,0.16,0.74,2.11,0.53,0.38,192,10.4,47.5,42.4,43.2,2.01,250,432
8,Guatemalteco,Lula,Foliar Anual,,,,,,2002-2003,00/01/1900,175,20/04/2003,2.5,0.16,0.66,3.7,0.83,0.26,98,5,485,19,70,1.68,,
8,Guatemalteco,Lula,Foliar Anual,,,,,,2004-2005,00/01/1900,175,01/04/2005,1.9,0.17,0.7,2.22,0.64,0.35,214,5,284,23,43,0.21,44,
8,Guatemalteco,Lula,Foliar Anual,,,,,,2005-2006,00/01/1900,175,25/04/2006,1.77,0.15,0.57,2.6,0.67,0.18,104.2,5,190,39.1,49,,,429.5
8,Guatemalteco,Lula,Foliar Anual,,,,,,2007-2008,00/01/1900,175,24/04/2008,2.26,0.19,0.94,1.76,0.56,0.26,230,5,168,34,110,,250,1238
8,Guatemalteco,Lula,Foliar Anual,,,,,,2008-2009,00/01/1900,175,23/04/2009,2.31,0.15,0.78,2.02,0.56,0.23,119.35,5,248.43,30.43,41.19,,250,421.45
8,Guatemalteco,Lula,Foliar Anual,,,,,,2009-2010,00/01/1900,175,13/04/2010,2.2,0.18,0.79,1.94,0.51,0.22,132.88,5,176.08,44.1,73.83,,250,725.94
8,Guatemalteco,Lula,Foliar Anual,,,,,,2010-2011,00/01/1900,175,23/04/2011,2.36,0.16,0.76,2.04,0.56,0.24,237,5,147,37,64,,250,300
8,Guatemalteco,Lula,Foliar Anual,,,,,,2011-2012,11/10/2011,175,18/04/2012,2.19,0.16,0.84,1.99,0.57,0.24,189.92,5,114.85,49.04,60.64,0.24,250,772.3
8,Guatemalteco,Lula,Foliar Anual,,,,,,2012-2013,02/10/2012,175,15/04/2013,1.98,0.16,0.84,1.71,0.48,0.43,192,10.6,70.7,101,46.1,1.92,250,380
8,Guatemalteco,Lula,Foliar Anual,,,,,,2013-2014,07/10/2013,175,14/04/2014,1.99,0.19,0.89,1.73,0.56,0.3,192,5.12,105,68.3,53.1,0.1,250,482
8,Guatemalteco,Lula,Foliar Anual,,,,,,2014-2015,16/10/2014,175,22/04/2015,1.4,0.15,0.77,1.88,0.58,0.28,132,5,196,52.3,71.1,0.1,250,300
8,Guatemalteco,Lula,Foliar Anual,,,,,,2015-2016,16/10/2014,175,07/04/2016,2.22,0.16,1.21,1.67,0.52,0.39,125,10.1,78.8,130,77.2,0.1,250,1321
9,Antillano,Antillano,Foliar Anual,,,,,,2007-2008,00/01/1900,175,24/04/2008,2.2,0.21,1.13,2,0.57,0.27,183,5,354,44,153,,250,886
9,Antillano,Antillano,Foliar Anual,,,,,,2008-2009,00/01/1900,175,23/04/2009,2.34,0.14,0.9,2.01,0.5,0.21,154.31,5,273.36,61.87,58.46,,250,398.95
9,Antillano,Antillano,Foliar Anual,,,,,,2009-2010,00/01/1900,175,13/04/2010,2.24,0.18,0.84,1.57,0.45,0.25,134.26,5,174.12,75.19,76.52,,250,756.14
9,Antillano,Antillano,Foliar Anual,,,,,,2010-2011,00/01/1900,175,23/04/2011,2.53,0.18,0.97,1.88,0.55,0.27,198,5,228,59,56,,250,356
9,Antillano,Antillano,Foliar Anual,,,,,,2011-2012,11/10/2011,175,18/04/2012,2.23,0.18,1,1.75,0.59,0.24,270.54,5,120.23,79.47,63.19,0.6,250,895.6
9,Antillano,Antillano,Foliar Anual,,,,,,2012-2013,02/10/2012,175,15/04/2013,1.76,0.16,0.79,1.98,0.53,0.36,207,8.91,119,99.9,48.6,1.39,250,300
10,Antillano,Antillano,Foliar Anual,,,,,,2007-2008,00/01/1900,175,01/04/2008,2.28,0.2,1.09,2.26,0.56,0.28,203,5,293,43,151,,250,683
