ARATO,Hass,Lula,Foliar,Cuajado de fruto,2016-2017,119 A,V,3,17/10/2016,2.13,0.24,1.18,1.17,0.39,0.45,98,7.6,63,79,156,0.6,250,712
ARATO,Hass,Lula,Foliar,Cuajado de fruto,2016-2017,281B,III,8A,17/10/2016,2.39,0.26,1.18,1.21,0.39,0.39,89,10,65,79,191,0.5,250,328
ARATO,Hass,Zutano,Foliar,Cuajado de fruto,2016-2017,82,II,2,17/10/2016,2.3,0.22,1.38,1.01,0.33,0.39,105,8.3,98,74,120,0.5,250,1523
ARATO,Hass,Zutano,Foliar,Cuajado de fruto,2016-2017,178,III,5,17/10/2016,2.14,0.22,1.37,0.88,0.36,0.45,115,7.8,86,86,153,0.4,250,983
ARATO,Hass,Zutano,Foliar,Cuajado de fruto,2016-2017,255,IV,7,17/10/2016,2.38,0.21,1.26,0.8,0.29,0.34,105,6.5,27,63,87,0.5,250,635
ARATO,Hass,Lula,Foliar,Fruto tamaño aceituna,2016-2017,119 A,V,3,17/11/2016,2.33,0.26,1.56,1.27,0.49,0.61,99,8.1,34,139,174,0.1,250,385
ARATO,Hass,Lula,Foliar,Fruto tamaño aceituna,2016-2017,281B,III,8A,17/11/2016,2.38,0.25,1.48,1.67,0.58,0.69,157,8.4,122,119,166,0.2,257.45,1008
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2016-2017,178,III,5,17/11/2016,2.26,0.29,1.93,1.01,0.52,0.6,139,8.4,98,123,170,0.1,331.94,3029
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2016-2017,255,IV,7,17/11/2016,2.58,0.21,1.37,1.22,0.4,0.34,143,8.5,69,159,116,0.3,250,455
ARATO,Hass,Zutano,Foliar,Fruto tamaño aceituna,2016-2017,82,II,2,17/11/2016,2.08,0.24,1.93,1.19,0.39,0.41,103,7.9,64,97,95,0.3,250,899
ARATO,Hass,Lula,Pulpa,Fruto tamaño aceituna,2016-2017,119 A,V,3,17/11/2016,1.87,0.28,1.36,0.2,0.15,0.14,39,13,14,63,144,0.3,250,250
ARATO,Hass,Lula,Pulpa,Fruto tamaño aceituna,2016-2017,281B,III,8A,17/11/2016,1.9,0.32,1.48,0.25,0.19,0.15,40,17,11,59,142,0.3,250,250
ARATO,Hass,Zutano,Pulpa,Fruto tamaño aceituna,2016-2017,82,II,2,22/11/2016,1.67,0.26,1.38,0.19,0.14,0.15,38,10,11,51,136,0.3,250,250
ARATO,Hass,Zutano,Pulpa,Fruto tamaño aceituna,2016-2017,178,III,5,17/11/2016,1.57,0.26,1.36,0.16,0.14,0.12,30,10,12,53,123,0.2,250,250
ARATO,Hass,Zutano,Pulpa,Fruto tamaño aceituna,2016-2017,255,IV,7,17/11/2016,2.07,0.3,1.52,0.18,0.16,0.11,30,9.5,8.9,51,119,0.3,250,250
BEGGIE,Hass,Lula,Foliar,Antesis,2013-2014,617,X,11,18/10/2013,2.47,0.22,0.46,2.86,0.62,0.24,289,6,272,115,38,0.85,250,300
BEGGIE,Hass,Zutano,Foliar,Antesis,2013-2014,557,VII,10,18/10/2013,2.43,0.17,0.63,2.83,0.44,0.23,256,5,276,62,35,0.31,250,300
BEGGIE,Hass,Antillano,Foliar,Fruto en cosecha (? 21.5% MS),2013-2014,736,II,13,25/04/2014,3.16,0.22,0.78,1.96,0.49,0.25,190,6.66,144,36.1,60,0.1,250,300
BEGGIE,Hass,Antillano,Foliar,Fruto en cosecha (? 21.5% MS),2013-2014,1087,V,24,25/04/2014,2.74,0.22,0.73,1.8,0.45,0.21,206,7.16,258,28.2,46.3,0.1,250,300
BEGGIE,Hass,Lula,Foliar,Fruto en cosecha (? 21.5% MS),2013-2014,649,II,12,25/04/2014,2.9,0.22,0.93,2.43,0.39,0.22,134,6.59,116,33.9,54.9,0.1,250,300
BEGGIE,Hass,Lula,Foliar,Fruto en cosecha (? 21.5% MS),2013-2014,706,I,12,25/04/2014,2.69,0.23,0.71,2.37,0.55,0.22,169,9.36,182,37.1,56.1,0.1,250,300
